symbol,entry_date,entry_price,exit_date,exit_price,pnl_pct,max_gain_pct,exit_reason,price,dist_20d,rsi,vol_ratio_10_50,range5_pct,ret_20d,bb_width,month
HINDALCO,2026-05-18,1053.1,2026-05-25,1099.6,4.42,6.33,hold_expiry,1053.0999755859375,4.7,45.5,0.74,7.8,3.08,7.22,2026-05
HINDCOPPER,2026-05-04,537.4,2026-05-11,572.9,6.61,8.67,hold_expiry,537.4000244140625,6.11,54.1,0.36,7.61,6.76,13.74,2026-05
HINDPETRO,2026-05-27,402.9,2026-06-01,388.6,-3.55,1.51,hold_expiry,402.8999938964844,2.34,52.4,0.84,7.28,7.57,13.48,2026-05
HINDUNILVR,2026-05-06,2317.1,2026-05-13,2267.3,-2.15,0.47,hold_expiry,2317.10009765625,3.77,67.6,0.87,7.11,7.99,14.82,2026-05
HINDZINC,2026-05-26,647.4,2026-06-01,626.25,-3.27,1.92,hold_expiry,647.4000244140625,4.55,55.8,0.92,5.35,7.53,12.73,2026-05
POWERINDIA,2026-03-19,24650.0,2026-03-27,24685.0,0.14,4.87,hold_expiry,24650.0,6.36,43.2,0.68,7.91,7.87,11.15,2026-03
POWERINDIA,2026-04-02,25325.0,2026-04-10,28425.0,12.24,12.58,hold_expiry,25325.0,3.8,52.6,0.82,7.71,3.37,7.63,2026-04
POWERINDIA,2026-05-18,32800.0,2026-05-25,35635.0,8.64,12.04,hold_expiry,32800.0,6.54,50.0,0.91,7.9,9.74,14.95,2026-05
HOMEFIRST,2026-02-24,1205.1,2026-02-27,1144.84,-5.0,4.56,stop_loss,1205.0999755859375,2.97,55.1,0.31,6.54,1.19,6.72,2026-02
HOMEFIRST,2026-05-11,1171.3,2026-05-12,1112.74,-5.0,0.56,stop_loss,1171.300048828125,5.46,58.2,0.52,7.73,7.62,14.09,2026-05
HONASA,2026-02-27,303.0,2026-03-02,287.85,-5.0,0.0,stop_loss,303.0,5.02,59.6,0.65,4.07,10.0,14.61,2026-02
HONASA,2026-05-05,341.45,2026-05-12,348.15,1.96,6.25,hold_expiry,341.45001220703125,5.09,48.5,0.52,6.3,12.82,14.0,2026-05
HONASA,2026-05-15,354.0,2026-05-22,384.35,8.57,13.79,hold_expiry,354.0,2.93,57.2,0.78,5.86,3.28,6.02,2026-05
ICICIBANK,2026-02-18,1408.2,2026-02-25,1400.5,-0.55,0.29,hold_expiry,1408.199951171875,1.83,57.0,0.88,2.93,4.39,7.87,2026-02
ICICIBANK,2026-05-25,1291.8,2026-06-01,1239.7,-4.03,0.77,hold_expiry,1291.800048828125,1.97,62.5,0.94,5.74,-0.02,5.73,2026-05
ICICIGI,2026-02-25,1939.3,2026-03-02,1842.34,-5.0,0.86,stop_loss,1939.300048828125,2.21,62.1,0.88,3.96,6.23,9.39,2026-02
ICICIGI,2026-05-07,1850.2,2026-05-14,1848.9,-0.07,0.59,hold_expiry,1850.199951171875,3.08,41.0,0.73,6.88,4.61,10.07,2026-05
ICICIGI,2026-05-19,1822.8,2026-05-26,1860.3,2.06,3.55,hold_expiry,1822.800048828125,2.15,59.1,0.86,5.28,-0.34,6.88,2026-05
ICICIPRULI,2026-02-23,664.15,2026-03-02,653.55,-1.6,2.02,hold_expiry,664.1500244140625,0.55,57.6,0.97,5.0,3.15,5.5,2026-02
IDBI,2026-05-29,73.83,2026-06-01,72.07,-2.38,0.68,hold_expiry,73.83000183105469,4.43,52.7,0.51,5.02,-1.39,9.4,2026-05
IDFCFIRSTB,2026-02-18,84.61,2026-02-23,80.38,-5.0,1.87,stop_loss,84.61000061035156,1.59,54.1,0.73,6.92,3.8,6.13,2026-02
IDFCFIRSTB,2026-05-05,68.75,2026-05-12,67.68,-1.56,3.93,hold_expiry,68.75,3.37,57.6,0.43,4.08,12.35,12.85,2026-05
IDFCFIRSTB,2026-05-15,67.65,2026-05-22,68.88,1.82,2.14,hold_expiry,67.6500015258789,5.32,39.3,0.77,6.26,0.22,6.54,2026-05
IDFCFIRSTB,2026-05-27,71.48,2026-06-01,71.25,-0.32,2.24,hold_expiry,71.4800033569336,1.2,55.4,0.79,6.84,2.64,6.65,2026-05
IFCI,2026-05-25,61.75,2026-06-01,67.22,8.86,15.71,hold_expiry,61.75,6.79,58.8,0.96,4.19,2.92,14.41,2026-05
INOXINDIA,2026-02-27,1163.0,2026-03-02,1104.85,-5.0,0.0,stop_loss,1163.0,3.25,49.3,0.73,3.97,4.59,6.21,2026-02
INOXINDIA,2026-05-26,1488.1,2026-06-01,1446.8,-2.78,4.5,hold_expiry,1488.0999755859375,5.77,47.3,0.76,7.7,-0.97,10.76,2026-05
IRB,2026-03-18,20.84,2026-03-25,20.52,-1.53,1.13,hold_expiry,20.836700439453125,2.79,54.5,0.96,6.36,-0.88,7.79,2026-03
IRB,2026-04-21,21.77,2026-04-28,21.81,0.18,2.06,hold_expiry,21.7695369720459,3.88,60.5,0.94,4.45,4.83,12.99,2026-04
IRB,2026-05-01,21.49,2026-05-08,21.37,-0.56,1.95,hold_expiry,21.49018669128418,4.39,48.0,0.56,3.89,-1.19,9.19,2026-05
ITC,2026-04-21,301.44,2026-04-28,296.38,-1.68,0.29,hold_expiry,301.4378356933594,0.47,67.1,0.95,3.51,3.91,8.08,2026-04
ITC,2026-05-01,306.55,2026-05-08,299.3,-2.37,0.95,hold_expiry,306.548583984375,0.82,62.0,0.76,4.94,7.53,8.03,2026-05
ITC,2026-05-14,299.05,2026-05-21,299.88,0.28,2.29,hold_expiry,299.0528259277344,3.37,57.5,0.79,3.03,0.13,5.66,2026-05
ITI,2026-05-06,302.1,2026-05-12,287.0,-5.0,1.79,stop_loss,302.1000061035156,5.56,61.7,0.13,5.52,13.25,11.45,2026-05
INDGN,2026-04-27,497.3,2026-05-04,533.35,7.25,8.37,hold_expiry,497.29998779296875,1.8,64.4,0.47,5.49,8.05,14.21,2026-04
INDGN,2026-05-26,517.55,2026-06-01,509.75,-1.51,3.37,hold_expiry,517.5499877929688,6.58,38.5,0.44,4.25,4.46,10.76,2026-05
INDIACEM,2026-05-26,404.6,2026-05-29,384.37,-5.0,1.2,stop_loss,404.6000061035156,3.9,52.7,0.19,3.77,0.68,5.46,2026-05
INDIAMART,2026-02-23,2217.3,2026-03-02,2106.44,-5.0,1.15,stop_loss,2217.300048828125,4.04,40.6,0.79,4.34,1.42,6.38,2026-02
INDIAMART,2026-04-28,2129.3,2026-05-04,2022.84,-5.0,1.2,stop_loss,2129.300048828125,3.17,66.2,0.81,4.31,8.05,11.79,2026-04
IEX,2026-05-21,127.05,2026-05-28,126.59,-0.36,2.08,hold_expiry,127.05000305175781,6.03,58.2,0.69,4.96,4.73,8.51,2026-05
INDHOTEL,2026-05-04,643.7,2026-05-11,661.3,2.73,5.41,hold_expiry,643.7000122070312,3.75,54.2,0.67,4.77,8.11,11.13,2026-05
INDHOTEL,2026-05-26,657.15,2026-06-01,646.75,-1.58,2.44,hold_expiry,657.1500244140625,3.15,46.1,0.86,3.98,1.94,7.02,2026-05
IOC,2026-02-24,177.95,2026-03-04,169.05,-5.0,4.87,stop_loss,177.9464569091797,1.13,62.0,0.98,5.05,10.65,13.6,2026-02
IOC,2026-05-28,143.94,2026-06-01,138.8,-3.57,2.13,hold_expiry,143.94000244140625,3.59,49.0,0.98,5.27,1.19,11.63,2026-05
IOB,2026-02-18,36.54,2026-02-25,36.5,-0.11,2.24,hold_expiry,36.540000915527344,0.68,64.1,0.74,6.21,5.88,6.48,2026-02
IOB,2026-04-10,34.7,2026-04-20,34.8,0.29,2.45,hold_expiry,34.70000076293945,0.46,59.3,0.97,7.56,3.4,11.09,2026-04
IOB,2026-04-29,35.17,2026-05-06,35.17,0.0,0.94,hold_expiry,35.16999816894531,3.35,59.3,0.84,5.02,12.08,13.31,2026-04
IOB,2026-05-11,34.29,2026-05-18,33.43,-2.51,0.0,hold_expiry,34.290000915527344,5.77,42.3,0.9,3.95,-0.58,3.09,2026-05
IRCTC,2026-05-04,555.25,2026-05-11,556.8,0.28,4.69,hold_expiry,555.25,2.6,59.8,0.44,3.8,7.88,10.25,2026-05
IRFC,2026-05-05,105.82,2026-05-12,100.53,-5.0,1.74,stop_loss,105.81999969482422,2.36,64.4,0.86,3.43,13.87,12.89,2026-05
IREDA,2026-05-08,134.6,2026-05-12,127.87,-5.0,0.0,stop_loss,134.60000610351562,5.78,58.6,0.59,2.8,8.79,14.56,2026-05
IREDA,2026-05-29,133.25,2026-06-01,126.59,-5.0,0.0,stop_loss,133.25,3.06,56.3,0.74,5.41,-1.56,10.67,2026-05
IGL,2026-05-05,166.24,2026-05-12,157.93,-5.0,3.37,stop_loss,166.24000549316406,4.07,50.6,0.82,2.48,12.18,13.14,2026-05
INDUSTOWER,2026-02-25,461.45,2026-03-04,438.38,-5.0,0.47,stop_loss,461.45001220703125,4.16,63.3,0.71,6.0,4.51,13.0,2026-02
INDUSINDBK,2026-02-19,927.35,2026-02-26,964.6,4.02,4.48,hold_expiry,927.3499755859375,3.36,63.7,0.87,5.41,2.76,6.95,2026-02
INDUSINDBK,2026-03-04,927.55,2026-03-09,881.17,-5.0,2.16,stop_loss,927.5499877929688,4.26,51.0,0.91,5.69,0.68,6.05,2026-03
INDUSINDBK,2026-05-18,892.15,2026-05-25,926.1,3.81,4.63,hold_expiry,892.1500244140625,6.86,51.9,0.53,5.99,4.17,12.93,2026-05
INDUSINDBK,2026-05-28,932.3,2026-06-01,901.15,-3.34,0.85,hold_expiry,932.2999877929688,2.67,43.5,0.51,4.11,1.77,8.83,2026-05
INDIGO,2026-02-25,4947.4,2026-03-02,4700.03,-5.0,0.58,stop_loss,4947.39990234375,2.15,51.3,0.46,3.99,7.06,9.88,2026-02
INDIGO,2026-05-22,4438.6,2026-06-01,4453.3,0.33,4.4,hold_expiry,4438.60009765625,3.48,58.3,0.55,6.75,-1.87,10.84,2026-05
IGIL,2026-02-23,333.8,2026-03-02,317.11,-5.0,0.0,stop_loss,333.79998779296875,2.4,52.1,0.84,6.13,15.59,14.04,2026-02
IGIL,2026-03-11,327.6,2026-03-13,311.22,-5.0,0.0,stop_loss,327.6000061035156,4.21,42.8,0.89,5.09,0.04,4.43,2026-03
IGIL,2026-04-08,335.4,2026-04-16,368.95,10.0,14.77,hold_expiry,335.3999938964844,2.99,62.5,0.52,7.64,0.58,11.51,2026-04
IGIL,2026-05-06,362.0,2026-05-11,343.9,-5.0,2.18,stop_loss,362.0,5.96,45.5,0.45,7.11,7.93,11.87,2026-05
IKS,2026-05-25,1647.4,2026-06-01,1639.1,-0.5,2.89,hold_expiry,1647.4000244140625,6.66,45.7,0.69,6.06,8.25,12.7,2026-05
IPCALAB,2026-02-19,1463.9,2026-02-26,1522.8,4.02,5.7,hold_expiry,1463.9000244140625,4.32,48.8,0.9,7.08,-1.46,7.25,2026-02
IPCALAB,2026-03-04,1475.4,2026-03-11,1533.9,3.97,5.04,hold_expiry,1475.4000244140625,4.65,58.8,0.86,5.89,4.91,10.11,2026-03
IPCALAB,2026-03-16,1557.0,2026-03-23,1529.9,-1.74,4.3,hold_expiry,1557.0,1.25,67.5,0.79,6.0,4.14,8.29,2026-03
IPCALAB,2026-04-23,1526.1,2026-04-30,1530.9,0.31,4.19,hold_expiry,1526.0999755859375,5.8,55.0,0.76,6.45,-0.25,12.97,2026-04
IPCALAB,2026-05-11,1535.0,2026-05-18,1646.3,7.25,8.01,hold_expiry,1535.0,4.69,66.3,0.88,6.4,5.79,9.85,2026-05
JBCHEPHARM,2026-04-28,2043.6,2026-05-05,2094.6,2.5,3.16,hold_expiry,2043.5999755859375,2.82,66.7,0.8,5.38,-0.64,6.93,2026-04
JBCHEPHARM,2026-05-13,2094.3,2026-05-20,2163.6,3.31,4.55,hold_expiry,2094.300048828125,5.87,61.3,0.96,6.94,6.04,13.03,2026-05
JBCHEPHARM,2026-05-26,2190.0,2026-06-01,2140.2,-2.27,2.27,hold_expiry,2190.0,4.17,56.0,0.85,6.88,6.25,9.93,2026-05
JKCEMENT,2026-02-23,5784.0,2026-03-02,5494.8,-5.0,0.0,stop_loss,5784.0,3.41,56.3,0.58,5.91,5.58,9.9,2026-02
JKCEMENT,2026-05-21,5546.5,2026-05-29,5269.18,-5.0,1.34,stop_loss,5546.5,4.7,60.1,0.67,4.75,-0.68,7.84,2026-05
JBMA,2026-05-05,619.05,2026-05-12,657.05,6.14,14.89,hold_expiry,619.0499877929688,5.49,45.5,0.23,6.11,10.48,12.44,2026-05
JMFINANCIL,2026-05-07,142.85,2026-05-12,135.71,-5.0,3.05,stop_loss,142.85000610351562,2.26,62.0,0.92,5.1,9.61,11.08,2026-05
JSWENERGY,2026-02-23,486.4,2026-03-02,481.3,-1.05,4.08,hold_expiry,486.3999938964844,2.52,66.7,0.72,4.51,10.53,12.99,2026-02
JSWENERGY,2026-03-06,488.2,2026-03-13,512.95,5.07,8.66,hold_expiry,488.20001220703125,3.57,56.1,0.86,7.53,3.18,6.05,2026-03
JSWENERGY,2026-05-11,556.65,2026-05-12,528.82,-5.0,0.0,stop_loss,556.6500244140625,4.95,54.1,0.77,5.4,9.23,12.71,2026-05
JSWHL,2026-05-29,13177.0,2026-06-01,12883.0,-2.23,2.45,hold_expiry,13177.0,0.42,67.5,0.59,6.84,6.81,7.24,2026-05
JSWINFRA,2026-05-06,273.2,2026-05-13,267.95,-1.92,8.27,hold_expiry,273.20001220703125,5.38,50.7,0.75,5.01,7.17,11.45,2026-05
JSWINFRA,2026-05-26,278.95,2026-06-01,273.9,-1.81,2.08,hold_expiry,278.95001220703125,5.7,54.7,0.78,7.5,2.13,9.23,2026-05
JSWSTEEL,2026-02-18,1251.2,2026-02-25,1275.0,1.9,2.68,hold_expiry,1251.199951171875,1.01,54.8,0.72,3.17,6.52,8.23,2026-02
JSWSTEEL,2026-03-02,1267.3,2026-03-04,1203.94,-5.0,0.0,stop_loss,1267.300048828125,1.35,58.2,0.84,4.43,3.08,4.83,2026-03
JSWSTEEL,2026-05-05,1252.4,2026-05-12,1252.3,-0.01,3.29,hold_expiry,1252.4000244140625,4.16,61.0,0.92,3.38,8.72,11.56,2026-05
JSWSTEEL,2026-05-15,1278.8,2026-05-22,1285.5,0.52,1.81,hold_expiry,1278.800048828125,2.68,48.8,0.92,5.44,0.34,3.77,2026-05
JSWSTEEL,2026-05-28,1309.3,2026-06-01,1299.4,-0.76,0.22,hold_expiry,1309.300048828125,1.41,61.1,0.96,3.9,3.54,4.99,2026-05
J&KBANK,2026-02-18,105.18,2026-02-25,112.31,6.78,9.81,hold_expiry,105.18000030517578,4.21,52.3,0.64,5.37,2.17,5.1,2026-02
J&KBANK,2026-05-05,134.75,2026-05-12,130.05,-3.49,7.61,hold_expiry,134.75,1.82,60.5,0.63,7.05,15.32,14.6,2026-05
J&KBANK,2026-05-27,143.88,2026-06-01,141.77,-1.47,0.74,hold_expiry,143.8800048828125,0.77,55.0,0.62,6.71,11.52,14.49,2026-05
JSL,2026-04-30,767.4,2026-05-07,766.6,-0.1,2.86,hold_expiry,767.4000244140625,4.29,54.2,0.67,3.22,8.87,13.9,2026-04
JINDALSTEL,2026-02-27,1244.2,2026-03-04,1181.99,-5.0,1.0,stop_loss,1244.199951171875,2.19,66.7,0.72,5.39,10.59,11.49,2026-02
JINDALSTEL,2026-03-11,1187.0,2026-03-16,1127.65,-5.0,3.8,stop_loss,1187.0,6.69,43.4,0.93,6.46,-0.29,10.24,2026-03
JINDALSTEL,2026-05-01,1223.1,2026-05-08,1248.4,2.07,5.01,hold_expiry,1223.0999755859375,6.36,51.1,0.75,7.7,7.49,14.69,2026-05
JINDALSTEL,2026-05-13,1242.9,2026-05-20,1223.1,-1.59,1.3,hold_expiry,1242.9000244140625,4.85,47.1,0.93,6.05,1.19,7.18,2026-05
JINDALSTEL,2026-05-26,1222.9,2026-06-01,1209.8,-1.07,2.62,hold_expiry,1222.9000244140625,4.79,37.9,0.61,4.34,-0.42,6.24,2026-05
JIOFIN,2026-05-07,251.02,2026-05-12,238.47,-5.0,0.19,stop_loss,251.02000427246094,2.33,56.3,0.94,3.16,5.1,9.5,2026-05
JIOFIN,2026-05-27,242.89,2026-06-01,234.95,-3.27,0.93,hold_expiry,242.88999938964844,4.43,39.3,0.58,3.74,-1.41,12.48,2026-05
JUBLFOOD,2026-05-08,473.3,2026-05-12,449.63,-5.0,0.0,stop_loss,473.29998779296875,5.1,59.5,0.53,4.97,6.36,13.33,2026-05
JUBLINGREA,2026-05-18,721.45,2026-05-25,731.8,1.43,6.66,hold_expiry,721.4500122070312,5.66,50.4,0.63,7.18,9.52,11.64,2026-05
JUBLPHARMA,2026-04-20,905.5,2026-04-27,954.95,5.46,5.95,hold_expiry,905.5,1.33,66.0,0.97,6.02,5.71,14.55,2026-04
JUBLPHARMA,2026-05-15,990.15,2026-05-22,1006.35,1.64,4.02,hold_expiry,990.1500244140625,4.03,63.2,0.71,6.19,8.7,14.22,2026-05
JUSTDIAL,2026-05-26,532.4,2026-06-01,521.8,-1.99,1.28,hold_expiry,532.4000244140625,3.72,43.9,0.46,5.88,-0.08,6.64,2026-05
KPRMILL,2026-05-11,937.6,2026-05-14,890.72,-5.0,0.36,stop_loss,937.5999755859375,5.21,57.2,0.42,7.02,7.68,10.15,2026-05
KPRMILL,2026-05-22,941.7,2026-06-01,992.05,5.35,7.47,hold_expiry,941.7000122070312,4.8,46.7,0.53,7.78,0.76,8.61,2026-05
KEI,2026-05-20,5119.8,2026-05-27,5446.2,6.38,6.55,hold_expiry,5119.7998046875,2.44,63.6,0.94,7.74,5.79,9.14,2026-05
KNRCON,2026-05-13,132.03,2026-05-18,125.43,-5.0,1.3,stop_loss,132.02999877929688,3.27,62.7,0.46,7.04,6.42,14.99,2026-05
KNRCON,2026-05-27,131.69,2026-05-29,125.11,-5.0,0.84,stop_loss,131.69000244140625,3.52,43.3,0.31,6.44,5.24,10.06,2026-05
KPITTECH,2026-05-01,759.05,2026-05-07,721.1,-5.0,4.78,stop_loss,759.0499877929688,1.06,63.8,0.77,7.59,8.93,10.36,2026-05
KPITTECH,2026-05-26,784.7,2026-06-01,786.1,0.18,2.7,hold_expiry,784.7000122070312,1.61,62.2,0.86,7.55,6.03,12.83,2026-05
KPIL,2026-05-06,1280.3,2026-05-13,1229.0,-4.01,3.8,hold_expiry,1280.300048828125,2.49,66.5,0.72,6.74,13.02,14.41,2026-05
KPIL,2026-05-29,1305.0,2026-06-01,1301.8,-0.25,1.15,hold_expiry,1305.0,1.81,59.2,0.93,5.02,1.03,7.39,2026-05
KANSAINER,2026-05-06,201.43,2026-05-13,218.75,8.6,10.95,hold_expiry,201.42999267578125,3.43,56.8,0.51,5.72,12.93,14.45,2026-05
KANSAINER,2026-06-01,215.11,2026-06-01,215.11,0.0,0.0,hold_expiry,215.11000061035156,4.57,45.9,0.6,5.55,9.36,14.66,2026-06
KARURVYSYA,2026-02-23,325.55,2026-03-02,315.3,-3.15,5.5,hold_expiry,325.54998779296875,1.05,67.1,0.5,4.54,11.28,14.49,2026-02
KARURVYSYA,2026-05-05,298.8,2026-05-12,283.86,-5.0,7.76,stop_loss,298.79998779296875,2.42,66.5,0.68,5.35,14.02,14.64,2026-05
KEC,2026-05-04,579.45,2026-05-11,582.0,0.44,6.48,hold_expiry,579.4500122070312,6.08,56.7,0.88,6.08,8.58,10.35,2026-05
KIRLOSBROS,2026-02-20,1599.2,2026-02-27,1582.8,-1.03,2.91,hold_expiry,1599.199951171875,4.53,60.2,0.54,4.42,7.29,13.25,2026-02
KIRLOSBROS,2026-05-07,1762.1,2026-05-11,1673.99,-5.0,0.39,stop_loss,1762.0999755859375,5.76,49.7,0.48,5.37,15.15,14.34,2026-05
KOTAKBANK,2026-02-23,430.7,2026-03-02,409.17,-5.0,0.41,stop_loss,430.70001220703125,0.97,60.8,0.82,4.05,5.38,7.71,2026-02
KOTAKBANK,2026-05-18,391.8,2026-05-25,392.85,0.27,0.86,hold_expiry,391.79998779296875,0.38,64.5,0.92,5.01,2.53,5.88,2026-05
KOTAKBANK,2026-05-28,388.7,2026-06-01,377.4,-2.91,0.99,hold_expiry,388.70001220703125,1.63,57.8,0.67,3.71,1.41,6.32,2026-05
KIMS,2026-05-07,706.85,2026-05-14,773.3,9.4,11.93,hold_expiry,706.8499755859375,1.06,59.4,0.96,7.76,6.77,8.49,2026-05
LTF,2026-02-18,297.19,2026-02-25,300.26,1.03,3.41,hold_expiry,297.190185546875,0.92,57.6,0.78,7.77,6.72,7.9,2026-02
LTF,2026-05-05,287.49,2026-05-12,277.79,-3.37,5.08,hold_expiry,287.4900817871094,3.45,62.0,0.68,5.05,14.1,13.05,2026-05
LTF,2026-05-29,286.6,2026-06-01,272.27,-5.0,0.0,stop_loss,286.6000061035156,5.13,44.5,0.83,6.2,1.37,13.23,2026-05
LTTS,2026-04-10,3408.07,2026-04-20,3532.67,3.66,4.74,hold_expiry,3408.070068359375,3.84,54.3,0.63,5.76,11.27,13.86,2026-04
LTTS,2026-05-01,3585.87,2026-05-08,3760.2,4.86,6.11,hold_expiry,3585.865234375,1.07,59.5,0.56,7.56,8.33,12.54,2026-05
LTTS,2026-05-26,3540.7,2026-06-01,3363.66,-5.0,1.58,stop_loss,3540.699951171875,6.95,35.7,0.43,6.17,0.59,12.42,2026-05
LICHSGFIN,2026-02-24,532.05,2026-03-04,518.0,-2.64,3.64,hold_expiry,532.0499877929688,0.18,63.9,0.75,3.11,2.51,6.17,2026-02
LICHSGFIN,2026-04-28,550.0,2026-05-05,558.15,1.48,3.22,hold_expiry,550.0,3.26,66.0,0.99,6.61,8.68,13.21,2026-04
LICHSGFIN,2026-05-12,567.65,2026-05-18,539.27,-5.0,3.56,stop_loss,567.6500244140625,5.11,54.1,0.93,6.81,7.2,12.46,2026-05
LICHSGFIN,2026-05-27,556.45,2026-06-01,537.65,-3.38,1.53,hold_expiry,556.4500122070312,6.98,37.4,0.91,4.51,0.32,12.02,2026-05
LTFOODS,2026-04-15,411.9,2026-04-22,423.5,2.82,3.88,hold_expiry,411.8999938964844,2.17,63.6,0.19,6.46,6.92,14.76,2026-04
LTFOODS,2026-05-01,430.65,2026-05-08,429.9,-0.17,2.15,hold_expiry,430.6499938964844,1.68,66.9,0.12,4.68,11.55,14.07,2026-05
LTFOODS,2026-05-13,413.05,2026-05-20,403.9,-2.22,1.68,hold_expiry,413.04998779296875,6.1,46.4,0.1,7.89,-1.46,6.7,2026-05
LT,2026-05-01,3975.17,2026-05-08,3936.06,-0.98,3.13,hold_expiry,3975.173095703125,3.25,54.6,0.56,3.41,11.1,13.88,2026-05
LT,2026-05-25,4033.4,2026-06-01,4010.8,-0.56,2.35,hold_expiry,4033.39990234375,1.61,51.7,0.56,5.02,0.87,7.04,2026-05
LATENTVIEW,2026-05-06,303.9,2026-05-13,296.65,-2.39,5.99,hold_expiry,303.8999938964844,6.1,45.5,0.18,6.21,0.91,8.35,2026-05
LAURUSLABS,2026-02-18,1036.42,2026-02-25,1075.28,3.75,4.0,hold_expiry,1036.4180908203125,1.2,64.8,0.76,5.53,5.02,9.93,2026-02
LAURUSLABS,2026-04-29,1105.0,2026-05-06,1176.43,6.46,8.54,hold_expiry,1104.9998779296875,3.38,55.3,0.94,4.81,11.42,13.68,2026-04
LEMONTREE,2026-05-05,120.75,2026-05-11,114.71,-5.0,1.78,stop_loss,120.75,5.94,62.1,0.52,4.81,10.22,12.83,2026-05
LICI,2026-02-23,441.62,2026-03-02,419.54,-5.0,1.5,stop_loss,441.625,2.73,63.2,0.73,2.89,9.34,14.23,2026-02
LICI,2026-05-20,400.27,2026-05-27,415.0,3.68,7.06,hold_expiry,400.2749938964844,3.15,51.3,0.83,4.89,-1.37,4.85,2026-05
LINDEINDIA,2026-03-06,6784.5,2026-03-13,6944.5,2.36,6.83,hold_expiry,6784.5,2.8,44.2,0.76,6.91,11.9,12.55,2026-03
LINDEINDIA,2026-04-10,7190.0,2026-04-20,7065.0,-1.74,3.81,hold_expiry,7190.0,4.32,49.3,0.84,4.57,6.11,10.17,2026-04
LINDEINDIA,2026-04-23,7232.5,2026-04-30,7320.0,1.21,3.79,hold_expiry,7232.5,3.76,59.5,0.55,5.56,6.91,8.81,2026-04
LINDEINDIA,2026-05-05,7494.5,2026-05-12,7455.0,-0.53,7.4,hold_expiry,7494.5,1.22,61.5,0.87,5.05,5.62,5.94,2026-05
LLOYDSME,2026-05-22,1737.3,2026-06-01,1817.6,4.62,8.71,hold_expiry,1737.300048828125,5.89,41.9,0.67,6.52,0.4,8.45,2026-05
LODHA,2026-05-25,906.85,2026-06-01,893.0,-1.53,6.85,hold_expiry,906.8499755859375,6.98,49.8,0.59,7.59,2.71,14.38,2026-05
LUPIN,2026-02-19,2228.7,2026-02-26,2323.2,4.24,4.63,hold_expiry,2228.699951171875,1.52,63.7,0.97,4.77,3.03,6.79,2026-02
LUPIN,2026-03-20,2322.5,2026-03-30,2313.9,-0.37,2.02,hold_expiry,2322.5,2.32,52.9,1.0,4.29,4.65,6.42,2026-03
LUPIN,2026-04-24,2296.1,2026-05-01,2305.2,0.4,1.96,hold_expiry,2296.10009765625,3.57,54.8,0.96,5.26,-1.53,3.92,2026-04
MMTC,2026-05-11,66.7,2026-05-12,63.36,-5.0,0.28,stop_loss,66.69999694824219,6.9,55.6,0.29,7.25,13.07,14.6,2026-05
MMTC,2026-05-26,65.04,2026-06-01,64.04,-1.54,3.37,hold_expiry,65.04000091552734,6.2,45.0,0.36,5.58,-0.73,8.58,2026-05
MGL,2026-05-08,1172.9,2026-05-11,1114.26,-5.0,0.0,stop_loss,1172.9000244140625,1.49,66.9,0.44,6.22,12.75,12.89,2026-05
MAHSEAMLES,2026-02-25,544.7,2026-03-05,552.35,1.4,5.2,hold_expiry,544.7000122070312,1.41,63.7,0.65,5.29,5.31,7.13,2026-02
MAHSEAMLES,2026-05-07,652.5,2026-05-14,646.85,-0.87,3.42,hold_expiry,652.5,5.43,55.4,0.49,4.85,7.21,7.67,2026-05
MAHSEAMLES,2026-05-21,638.8,2026-05-25,606.86,-5.0,1.25,stop_loss,638.7999877929688,5.33,49.1,0.67,6.14,-0.55,3.63,2026-05
M&MFIN,2026-02-23,380.2,2026-03-02,361.19,-5.0,1.95,stop_loss,380.20001220703125,4.21,59.1,0.59,6.25,4.42,10.41,2026-02
M&M,2026-05-05,3210.8,2026-05-12,3176.0,-1.08,5.86,hold_expiry,3210.800048828125,2.76,46.3,0.94,5.74,6.79,9.85,2026-05
MANAPPURAM,2026-02-18,309.66,2026-02-25,296.13,-4.37,0.4,hold_expiry,309.65924072265625,0.99,59.4,0.89,5.55,4.06,11.24,2026-02
MANAPPURAM,2026-05-19,315.3,2026-05-26,330.25,4.74,5.93,hold_expiry,315.29998779296875,0.75,63.2,0.92,6.85,7.03,12.56,2026-05
MANAPPURAM,2026-05-29,325.4,2026-06-01,316.05,-2.87,0.61,hold_expiry,325.3999938964844,2.57,65.5,0.85,3.25,6.81,12.82,2026-05
MRPL,2026-02-26,193.07,2026-03-02,183.41,-5.0,1.19,stop_loss,193.0668487548828,3.31,62.7,0.68,7.57,11.67,14.45,2026-02
MANKIND,2026-02-25,2155.7,2026-03-05,2226.4,3.28,5.99,hold_expiry,2155.699951171875,1.97,61.4,0.92,7.59,2.61,6.68,2026-02
MANKIND,2026-04-15,2122.4,2026-04-22,2235.0,5.31,5.67,hold_expiry,2122.39990234375,3.75,67.4,0.96,5.58,-0.77,10.17,2026-04
MARICO,2026-02-27,788.65,2026-03-09,778.0,-1.35,0.25,hold_expiry,788.6500244140625,3.05,63.0,0.86,3.4,9.17,13.43,2026-02
MARICO,2026-04-28,780.85,2026-05-05,807.2,3.37,3.8,hold_expiry,780.8499755859375,1.66,64.6,0.93,4.69,5.17,7.76,2026-04
