date,symbol,action,score,price,pe_ratio,roe,debt_to_equity,reason,rank,sector,price_7d,price_30d,price_90d,return_7d,return_30d,return_90d,hybrid_fundamental_quality,hybrid_momentum_technical,hybrid_volume_strength,hybrid_multi_timeframe,hybrid_ml_signal,hybrid_risk_adjustment,score_v2,regime,hybrid_growth,hybrid_value,sleeve,fq_score,turbo_score_recomputed,picking_rank,active_oracle,exit_rule
2026-03-24 22:55:43.806919,MAHABANK,REDUCE,54.50000000000001,63.88,7.5866985,21.175,0.0,🟡 HOLD,0,Financial Services,64.87999725341797,77.9000015258789,,1.57,21.95,,,,,,,,,,,,,,,,,
2026-03-24 22:55:43.808709,IOB,REDUCE,54.205,32.44,13.186991,15.338,0.0,🟡 HOLD,0,Financial Services,32.40999984741211,35.0099983215332,,-0.09,7.92,,,,,,,,,,,,,,,,,
2026-03-24 22:55:43.810377,CANBK,REDUCE,54.18000000000001,133.15,5.978895,18.215,0.0,🟡 HOLD,0,Financial Services,127.3000030517578,140.85000610351562,,-4.39,5.78,,,,,,,,,,,,,,,,,
2026-03-24 22:55:43.811858,BANKBARODA,STOP LOSS,53.900000000000006,270.5,7.1845946,12.813,0.0,🟠 WEAK SELL,0,Financial Services,252.02999877929688,274.1300048828125,,-6.83,1.34,,,,,,,,,,,,,,,,,
2026-03-24 22:55:43.813285,ICICIPRULI,REDUCE,50.31,537.5,56.81818,10.913,19.287,🟠 WEAK SELL,0,Financial Services,513.3499755859375,514.2000122070312,,-4.49,-4.33,,,,,,,,,,,,,,,,,
2026-03-24 22:55:43.814696,CENTRALBK,REDUCE,49.64,33.06,6.077206,13.226,0.0,🟠 WEAK SELL,0,Financial Services,33.08000183105469,36.0099983215332,,0.06,8.92,,,,,,,,,,,,,,,,,
2026-03-24 22:55:43.816068,BANKINDIA,WEAK SELL,49.42,146.33,6.7839594,12.05,0.0,🟠 WEAK SELL,0,Financial Services,141.6999969482422,147.44000244140625,,-3.16,0.76,,,,,,,,,,,,,,,,,
2026-03-24 22:55:43.817509,UNIONBANK,REDUCE,49.290000000000006,173.82,7.0060463,15.561,0.0,🟠 WEAK SELL,0,Financial Services,171.63999938964844,177.0,,-1.25,1.83,,,,,,,,,,,,,,,,,
2026-03-24 22:55:43.818911,BAJAJHLDNG,REDUCE,48.395,9337.0,11.822578,10.4019,0.019,🟠 WEAK SELL,0,Financial Services,8907.0,10259.5,,-4.61,9.88,,,,,,,,,,,,,,,,,
2026-03-24 22:55:43.820314,LICHSGFIN,WEAK SELL,47.985,479.0,4.8024864,14.971,500.0,🟠 WEAK SELL,0,Financial Services,515.5499877929688,540.75,,7.63,12.89,,,,,,,,,,,,,,,,,
2026-03-24 22:55:43.822075,UCOBANK,REDUCE,47.855,23.98,11.640777,8.567,0.0,🟠 WEAK SELL,0,Financial Services,23.68000030517578,26.469999313354492,,-1.25,10.38,,,,,,,,,,,,,,,,,
