symbol,FundamentalScore,TechnicalScore,OverallScore,FundamentalRating,TechnicalAnalysis,business_summary,sector,industry,employees,website,revenue_growth,earnings_growth,revenue_per_share,gross_margin,operating_margin,net_margin,roe,roa,debt_to_equity,current_ratio,quick_ratio,operating_cashflow,free_cashflow,pe_ratio,forward_pe,pb_ratio,ev_ebitda,ev_revenue,dividend_yield,market_cap,enterprise_value,quarterly_earnings_growth,quarterly_revenue_growth,peg_ratio,ps_ratio,beta,book_value,eps,forward_eps,shares_outstanding,insider_ownership,institutional_ownership,Close,Daily_Change,Weekly_Change,52W_High,52W_Low,All_Time_High,All_Time_Low,sma20,sma50,sma100,sma200,ema12,ema26,rsi14,macd,macd_signal,macd_hist,stoch_k,stoch_d,volatility,support_levels,resistance_levels,volume_sma20,current_volume,volume_trend,trend,technical_score,technical_analysis
INDHOTEL,72.81,81.41,77.11,Buy,Bullish MACD crossover Declining volume suggests weakening trend High volatility detected,0.0,0.0,0.0,20090.0,0.0,0.317,0.189,63.647,0.62501,0.23517,0.21564,0.18694,0.0,24.842,0.0,0.0,0.0,0.0,56.35076,44.945793,9.896439,36.666,12.21,0.29,1104945086464.0,1107277905920.0,0.193,0.0,0.0,12.184458,-0.105,78.407,0.0,0.0,1423430016.0,0.40355,0.2886,775.7000122070312,0.864706393552761,-3.854731786872312,,,892.27623330369,640.1675553908556,763.0949981689453,757.5203845214844,767.5060552978516,778.3900695800781,774.8829188176746,766.4070602580697,61.4567128371413,8.475858559604944,6.902491042273852,1.573367517331092,55.54852968166109,62.9746470483704,0.10860705620020025,[],[],2472925.85,570776.0,Decreasing,Sideways,81.41,Bullish MACD crossover Declining volume suggests weakening trend High volatility detected
CUMMINSIND,66.28,84.77,75.53,Buy,Strong bullish trend across multiple timeframes Bearish MACD crossover Declining volume suggests weakening trend,0.0,0.0,0.0,3025.0,0.0,0.255,0.306,396.186,0.35834998,0.24406,0.19498,0.0,0.0,0.392,0.0,0.0,0.0,0.0,49.52665,40.60606,14.000395,41.714,9.374,1.34,1059745759232.0,1029492113408.0,0.305,0.0,0.0,9.649887,0.624,272.778,0.0,0.0,277200000.0,0.5128,0.29505,3824.10009765625,-0.32320871481167357,0.1492823030139201,,,3932.0,2555.8898632002074,3740.349987792969,3550.4958154296874,3269.3176220703126,3165.311865234375,3806.0339915528702,3713.451524209261,67.24012591290204,92.5824673436091,94.15199751790027,-1.5695301742911738,77.19835921143806,85.64055152374351,0.12344798174765653,[],[],675894.7,135517.0,Decreasing,Strong Uptrend,84.77,Strong bullish trend across multiple timeframes Bearish MACD crossover Declining volume suggests weakening trend
ZYDUSLIFE,56.58,91.81,74.19,Hold,Strong bullish trend across multiple timeframes Bullish MACD crossover Strong volume supporting price action,0.0,0.0,0.0,27917.0,0.0,0.059,0.033,234.63,0.71442,0.2728,0.19368,0.0,0.0,12.209,0.0,0.0,0.0,0.0,21.456867,23.603262,4.09583,14.685,4.21,1.11,981074247680.0,993869234176.0,0.033,0.0,0.0,4.1557384,0.459,238.047,0.0,0.0,1006230016.0,0.75163,0.14375,974.8499755859375,-1.315989302149767,-0.8593524165496413,,,1146.2196153886764,785.9961424555926,972.7349975585937,969.0436572265625,930.4634197998047,933.5002886962891,983.3547000325079,975.3865356843379,62.23510840158815,7.968164348170035,6.350765671073331,1.6173986770967037,69.02066906018027,78.21955584709482,0.09433533836366001,[],[],981350.55,259131.0,Increasing,Strong Uptrend,91.81,Strong bullish trend across multiple timeframes Bullish MACD crossover Strong volume supporting price action
INDIANB,63.55,84.78,74.16,Buy,Strong bullish trend across multiple timeframes Bearish MACD crossover Declining volume suggests weakening trend,0.0,0.0,0.0,40071.0,0.0,0.185,-0.114,239.667,0.0,0.49471,0.33975,0.16314,0.0,0.0,0.0,0.0,0.0,0.0,8.033391,8.116086,1.1882584,0.0,2.723,2.48,881450680320.0,878871052288.0,-0.114,0.0,0.0,2.730555,0.452,550.722,0.0,80.63,1346960000.0,0.76031,0.19042,654.9500122070312,-0.14484100803013877,-2.2535595643653816,,,683.0999755859375,462.08521047524124,654.4375030517579,642.2100061035156,609.1960192871094,565.741488647461,661.7298833889402,653.8145656549755,61.911281056088235,7.9153177339646845,9.292074440111582,-1.3767567061468977,56.95277739810782,67.98367477936374,0.12225089940592403,[],[],1225302.95,140738.0,Decreasing,Strong Uptrend,84.78,Strong bullish trend across multiple timeframes Bearish MACD crossover Declining volume suggests weakening trend
PFIZER,67.14,80.42,73.78,Buy,Bullish MACD crossover Declining volume suggests weakening trend High volatility detected,0.0,0.0,0.0,1598.0,0.0,0.071,0.272,507.466,0.64405,0.32437,0.34832,0.0,0.0,2.57,0.0,0.0,0.0,0.0,29.436373,31.105139,5.6482162,28.895,9.192,0.67,238208270336.0,213387542528.0,0.272,0.0,0.0,10.260786,0.131,921.884,0.0,167.4,45747700.0,0.66942,0.17243999,5207.0,-0.8001524099828572,-7.93033330386349,,,6412.559796765404,3678.861025955166,5283.15,5427.547001953125,5093.946928710938,4879.671614990234,5391.463763240876,5364.443111622143,55.393687131460275,27.0206516187327,19.16567318684303,7.85497843188967,40.94940010432969,56.651017214397505,0.20757038740076883,[],[],64423.55,6094.0,Decreasing,Sideways,80.42,Bullish MACD crossover Declining volume suggests weakening trend High volatility detected
CIPLA,61.45,86.03,73.74,Buy,Strong bullish trend across multiple timeframes RSI indicates overbought conditions Bullish MACD crossover,0.0,0.0,0.0,30313.0,0.0,0.032,0.102,340.307,0.66691,0.22311,0.19624001,0.0,0.0,1.404,0.0,0.0,0.0,0.0,23.545824,24.705698,4.064302,16.573,4.277,0.82,1268053049344.0,1175265738752.0,0.102,0.0,0.0,4.614522,0.097,386.241,0.0,63.54,807753984.0,0.30597,0.3964,1570.0,-0.6203347591611119,1.5458265824630724,,,1687.4334663463221,1323.5354497595179,1542.1700073242187,1515.0153784179688,1498.2349731445313,1479.591092529297,1563.4496295773451,1542.4068852875723,71.4359579419289,21.042744289772827,17.073350831969126,3.969393457803701,83.2057273062174,89.46413852119088,0.0968328909791172,[],[],1434380.25,337123.0,Increasing,Strong Uptrend,86.03,Strong bullish trend across multiple timeframes RSI indicates overbought conditions Bullish MACD crossover
GRASIM,52.23,94.26,73.25,Hold,Strong bullish trend across multiple timeframes Bullish MACD crossover Declining volume suggests weakening trend,0.0,0.0,0.0,27327.0,0.0,0.185,0.152,2294.867,0.57729,0.17478001,0.026300002,0.0,0.0,118.847,0.0,0.0,0.0,0.0,46.425484,119.686966,1.9421793,13.91,2.687,0.36,1893909397504.0,4137109684224.0,0.174,0.0,0.0,1.2299213,0.275,1437.097,0.0,23.32,678553024.0,0.47854,0.24561001,2792.60009765625,-0.1287409190503852,-2.523641563474943,,,2898.39990234375,2268.696845700511,2778.3954956054686,2768.7569287109377,2716.4292138671876,2601.5084875488283,2800.507193377109,2780.1911288728993,54.44652700107718,20.316064504209862,18.390632327237473,1.9254321769723894,58.24260562264008,64.25378344018044,0.07379097156465685,[],[],676853.1,52593.0,Decreasing,Strong Uptrend,94.26,Strong bullish trend across multiple timeframes Bullish MACD crossover Declining volume suggests weakening trend
LTIM,70.51,75.67,73.09,Buy,Strong bearish trend across multiple timeframes Bullish MACD crossover Declining volume suggests weakening trend,0.0,0.0,0.0,83889.0,0.0,0.076,0.106,1306.817,0.2755,0.14293,0.121920004,0.22132,0.11885,9.814,3.358,2.972,43308998656.0,26377750528.0,31.986172,25.61747,6.64697,24.092,3.756,1.26,1507733274624.0,1453802389504.0,0.106,0.0,0.0,3.8953378,0.441,765.612,0.0,0.0,296272992.0,0.68723,0.16879,5089.5,-1.4712999709611818,-1.7565872020075313,,,6707.319709479284,3767.94004002627,5117.65,5210.83,4995.929763183593,5283.086202392578,5154.445274464929,5151.76558384679,54.63121783876501,2.6796906181389204,-9.414358763089819,12.09404938122874,57.203751065643644,72.84103267546529,0.05776171146210651,[],[],203446.05,46200.0,Decreasing,Strong Downtrend,75.67,Strong bearish trend across multiple timeframes Bullish MACD crossover Declining volume suggests weakening trend
MOTILALOFS,67.11,79.03,73.07,Buy,Strong bullish trend across multiple timeframes Bearish MACD crossover Declining volume suggests weakening trend,0.0,0.0,0.0,13540.0,0.0,0.215,0.31,125.564,0.82273,0.58137,0.37001,0.0,0.0,138.953,0.0,0.0,0.0,0.0,19.899889,17.981113,4.892436,0.0,8.432,0.94,543040831488.0,633924026368.0,0.318,0.0,0.0,7.222978,-0.047,184.867,0.0,50.3,600409984.0,0.50911,0.33933997,904.3499755859375,-0.5060824643067341,-5.821403219376464,,,1055.762147223656,513.0,925.7699951171875,908.61099609375,822.7709967041015,799.5947381591797,925.7456490303955,921.2599709084121,42.92648611218103,4.485678121983369,8.740365710700024,-4.254687588716655,23.72099567604384,35.028663499540166,0.07232471731562638,[],[],831761.65,226152.0,Decreasing,Uptrend,79.03,Strong bullish trend across multiple timeframes Bearish MACD crossover Declining volume suggests weakening trend
SBIN,66.36,79.15,72.75,Buy,Strong bullish trend across multiple timeframes Bearish MACD crossover Declining volume suggests weakening trend,0.0,0.0,0.0,236226.0,0.0,0.098,0.097,392.636,0.0,0.35021,0.22672,0.16584,0.01161,0.0,0.0,0.0,0.0,0.0,9.082332,9.781057,1.3865073,0.0,2.742,1.97,7463878787072.0,9608559067136.0,0.097,0.0,0.0,2.1302,0.493,583.192,0.0,82.67,9230619648.0,0.56681997,0.28701,809.0,0.1423561860267819,-2.406660463628618,,,858.2173712226388,666.6146467698901,812.8900024414063,810.5290026855469,797.9294409179688,780.5315246582031,816.2537096871075,814.3244226616009,53.39203438173535,1.9292870255065964,3.1251092938167946,-1.1958222683101982,43.95832485622832,52.31289409604282,0.060440282171651476,[],[],7817410.4,1728080.0,Decreasing,Uptrend,79.15,Strong bullish trend across multiple timeframes Bearish MACD crossover Declining volume suggests weakening trend
NAM-INDIA,62.57,82.6,72.58,Buy,Strong bullish trend across multiple timeframes Bearish MACD crossover Strong volume supporting price action,0.0,0.0,0.0,1104.0,0.0,0.184,0.183,41.62,0.82974,0.69848996,0.5119,0.0,0.0,2.09,0.0,0.0,0.0,0.0,38.814976,30.142778,12.262715,27.315,18.59,2.42,517722701824.0,490329047040.0,0.192,0.0,0.0,19.628775,0.352,66.376,0.0,0.0,636062016.0,0.0062300004,0.88918,814.2999877929688,-1.3806496603519625,-5.986265099532783,,,887.9000244140625,491.8510683743227,823.4324981689454,810.6361145019531,741.4981121826172,685.8956994628907,832.6221078502178,824.147908535962,50.472003486779904,8.474199314255884,9.264815118636077,-0.7906158043801934,39.34040983397788,54.874019683394714,0.11462862093624088,[],[],697563.85,106456.0,Increasing,Uptrend,82.6,Strong bullish trend across multiple timeframes Bearish MACD crossover Strong volume supporting price action
HDFCAMC,66.22,78.93,72.58,Buy,Strong bullish trend across multiple timeframes Bearish MACD crossover Declining volume suggests weakening trend,0.0,0.0,0.0,1618.0,0.0,0.266,0.236,201.768,0.90486,0.82316,0.60383,0.0,0.0,1.766,0.0,0.0,0.0,0.0,46.581093,44.910748,14.886635,32.563,26.747,1.56,1211108687872.0,1153442643968.0,0.238,0.0,0.0,28.083876,0.539,380.274,0.0,126.05,213939008.0,0.54066,0.27925,5659.5,-1.7362618282837028,-0.8757334267448957,,,5927.5,3497.4158867437145,5660.95,5406.5019921875,4953.7125244140625,4465.138026123047,5703.895249625604,5606.328952476084,48.79551820728291,97.56629714952032,102.64818607558246,-5.081888926062135,69.97771410378859,82.50085726248217,0.08196045502078163,[],[],444322.95,153744.0,Decreasing,Uptrend,78.93,Strong bullish trend across multiple timeframes Bearish MACD crossover Declining volume suggests weakening trend
ASHOKLEY,54.48,90.2,72.34,Hold,Strong bullish trend across multiple timeframes Bullish MACD crossover Stochastic indicates overbought conditions,0.0,0.0,0.0,9695.0,0.0,0.092,0.202,84.281,0.39693,0.18954,0.06476,0.0,0.0,315.502,0.0,0.0,0.0,0.0,24.365673,16.851614,6.2707067,11.593,2.4,2.38,767487901696.0,1188968529920.0,0.2,0.0,0.0,1.5490136,0.349,20.827,0.0,7.75,5873050112.0,0.40135,0.28606,130.72000122070312,-0.4947810920633344,-1.7881328126773344,,,134.30999755859375,95.93000030517578,124.9174991607666,123.97969970703124,119.21034950256347,113.81644981384278,128.61146178024478,126.09493452428485,67.74422259726258,2.5165272559599288,1.6689386782735647,0.8475885776863641,83.06631764648209,83.4108429936196,0.17980838394460294,[],[],15185344.4,2325704.0,Decreasing,Strong Uptrend,90.2,Strong bullish trend across multiple timeframes Bullish MACD crossover Stochastic indicates overbought conditions
KRBL,69.73,73.18,71.46,Buy,Strong bullish trend across multiple timeframes RSI indicates overbought conditions Bearish MACD crossover,0.0,0.0,0.0,0.0,0.0,0.321,0.741,261.282,0.25096,0.10767,0.09033,0.0,0.0,7.759,0.0,0.0,0.0,0.0,19.048727,11.988,1.9627919,13.061,1.643,0.78,102897500160.0,98249646080.0,0.74,0.0,0.0,1.7209876,-0.249,229.036,0.0,37.5,228890000.0,0.77044,0.025980001,449.5,0.5480398778505036,-4.310803618946246,,,495.0,241.25,432.4199981689453,402.38299682617185,365.95349853515626,325.43749938964845,451.6738373032057,432.9470478410612,70.44360903972569,18.726789462144495,19.770398313681522,-1.0436088515370265,65.98765432098766,72.43209776073819,0.38194512113826445,[],[],3044705.35,193282.0,Decreasing,Strong Uptrend,73.18,Strong bullish trend across multiple timeframes RSI indicates overbought conditions Bearish MACD crossover
OFSS,80.47,61.76,71.11,Strong Buy,Strong bearish trend across multiple timeframes Bullish MACD crossover Strong volume supporting price action,0.0,0.0,0.0,8045.0,0.0,0.064,0.04,801.475,0.524,0.44736,0.34564,0.32917,0.0,0.546,4.946,4.323,20586000384.0,0.0,30.72512,32.436783,10.895416,22.902,10.046,3.11,735792791552.0,698927742976.0,0.041,0.0,0.0,10.575382,0.104,777.024,0.0,261.0,86911504.0,0.72966003,0.12019,8466.0,-0.756110427290313,-3.389250256761378,,,12809.368589244788,6819.390435895526,8558.05,8790.94,8584.861430664063,9224.985634765624,8594.018694448472,8631.718034872967,47.90296052631579,-37.69934042449495,-48.57226241103371,10.872921986538763,38.54715875805507,51.57435211272948,0.04866614854986557,[],[],82719.5,40021.0,Increasing,Strong Downtrend,61.76,Strong bearish trend across multiple timeframes Bullish MACD crossover Strong volume supporting price action
TATAINVEST,59.49,82.21,70.85,Hold,Strong bullish trend across multiple timeframes Bearish MACD crossover Stochastic indicates oversold conditions,0.0,0.0,0.0,24.0,0.0,0.021,0.116,61.111,0.99988,0.91756,1.05862,0.0,0.0,0.007,0.0,0.0,0.0,0.0,106.24613,0.0,1.118309,0.658,0.573,0.39,347690893312.0,1773154816.0,0.116,0.0,0.0,112.449745,-0.101,6144.992,0.0,0.0,50595300.0,0.73816,0.015190001,6874.5,-0.09446301409679059,-0.9366669068376687,,,8042.685069093923,5125.035489715318,6910.975,6775.89,6539.524189453125,6429.010263671875,6906.810388299243,6862.350776290621,30.44692737430168,44.45961200862166,55.09450588823272,-10.634893879611056,19.708320029539863,18.91995826254609,0.05393462398068583,[],[],115924.4,12479.0,Decreasing,Uptrend,82.21,Strong bullish trend across multiple timeframes Bearish MACD crossover Stochastic indicates oversold conditions
BOSCHLTD,56.37,85.17,70.77,Hold,Strong bullish trend across multiple timeframes Bearish MACD crossover Declining volume suggests weakening trend,0.0,0.0,0.0,38655.0,0.0,0.109,1.394,6226.636,0.35812,0.11575,0.14512,0.0,0.0,0.856,0.0,0.0,0.0,0.0,43.86149,43.603188,8.473393,45.727,6.098,1.3,1170453561344.0,1119927664640.0,1.394,0.0,0.0,6.3734922,0.496,4683.484,0.0,0.0,29493600.0,0.70677,0.16543,39715.0,0.5188559858263719,-0.5508952047076465,,,41290.0,25574.485652963936,39425.0,36769.2198828125,33236.2783984375,31929.74365234375,39320.151758163694,38641.953321589404,68.25,678.1984365742901,832.6057042060017,-154.40726763171165,57.28551924411249,48.10437076963458,0.08309917863116374,[],[],42729.9,13199.0,Decreasing,Strong Uptrend,85.17,Strong bullish trend across multiple timeframes Bearish MACD crossover Declining volume suggests weakening trend
NMDC,62.19,79.33,70.76,Buy,Strong bullish trend across multiple timeframes Bearish MACD crossover Declining volume suggests weakening trend,0.0,0.0,0.0,5677.0,0.0,0.245,0.0,28.708,0.52519,0.35167,0.25917,0.0,0.0,14.393,0.0,0.0,0.0,0.0,9.354838,2.6987202,2.0605736,6.793,2.216,4.72,611910680576.0,559175106560.0,-0.002,0.0,0.0,2.4253113,0.832,33.777,0.0,25.79,8791820288.0,0.60797,0.18295,69.62999725341797,-0.35775616746718253,-3.049293303692502,,,78.95750622795633,56.908884985540496,70.40276908874512,69.33390777587891,68.39772151947021,67.16946945190429,70.33656538912803,70.18098513680809,44.32620275675906,0.1555802523199361,0.29330010905624165,-0.13771985673630555,29.37939996718694,36.435913702552675,0.0421549568534023,[],[],15709329.5,3604034.0,Decreasing,Uptrend,79.33,Strong bullish trend across multiple timeframes Bearish MACD crossover Declining volume suggests weakening trend
GLAND,62.51,78.93,70.72,Buy,Strong bullish trend across multiple timeframes Bearish MACD crossover Declining volume suggests weakening trend,0.0,0.0,0.0,4351.0,0.0,0.074,0.498,347.194,0.57728,0.17714001,0.13465,0.0,0.0,3.428,0.0,0.0,0.0,0.0,40.2199,28.978619,3.391909,21.825,5.09,0.93,310383837184.0,291183230976.0,0.499,0.0,0.0,5.425896,0.4,555.41,0.0,65.01,164756000.0,0.51842,0.36703998,1881.9000244140625,-2.36575748824579,-3.174519034107026,,,2111.3311582004694,1266.0061416499243,1950.5158081054688,1903.0778564453126,1700.6017895507812,1673.3326751708985,1936.5136862460722,1933.3015508126587,36.27470908814518,3.2121354334135503,14.723258254027089,-11.511122820613538,18.307477280861498,26.482451333216574,0.08201546326000882,[],[],289059.25,27504.0,Decreasing,Uptrend,78.93,Strong bullish trend across multiple timeframes Bearish MACD crossover Declining volume suggests weakening trend
